"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015-3-6","3,292.83","3,292.83","3,292.83","3,292.83","","2.41%"
"2015-3-5","3,215.44","3,215.44","3,215.44","3,215.44","","-0.28%"
"2015-3-4","3,224.50","3,224.50","3,224.50","3,224.50","","0.94%"
"2015-3-3","3,194.35","3,194.35","3,194.35","3,194.35","","-0.51%"
"2015-3-2","3,210.65","3,210.65","3,210.65","3,210.65","","0.30%"
"2015-2-27","3,201.06","3,201.06","3,201.06","3,201.06","","0.20%"
"2015-2-26","3,194.79","3,194.79","3,194.79","3,194.79","","0.10%"
"2015-2-25","3,191.71","3,191.71","3,191.71","3,191.71","","0.63%"
"2015-2-24","3,171.66","3,171.66","3,171.66","3,171.66","","0.23%"
"2015-2-23","3,164.48","3,164.48","3,164.48","3,164.48","","1.36%"
"2015-2-18","3,122.04","3,122.04","3,122.04","3,122.04","","-0.78%"
"2015-2-17","3,146.67","3,146.67","3,146.67","3,146.67","","-0.08%"
"2015-2-16","3,149.18","3,149.18","3,149.18","3,149.18","","0.85%"
"2015-2-13","3,122.64","3,122.64","3,122.64","3,122.64","","0.93%"
"2015-2-12","3,093.91","3,093.91","3,093.91","3,093.91","","0.40%"
"2015-2-11","3,081.60","3,081.60","3,081.60","3,081.60","","0.15%"
"2015-2-10","3,077.02","3,077.02","3,077.02","3,077.02","","0.05%"
"2015-2-9","3,075.58","3,075.58","3,075.58","3,075.58","","-0.90%"
"2015-2-6","3,103.54","3,103.54","3,103.54","3,103.54","","-0.04%"
"2015-2-5","3,104.84","3,104.84","3,104.84","3,104.84","","-0.76%"
"2015-2-4","3,128.76","3,128.76","3,128.76","3,128.76","","0.98%"
"2015-2-3","3,098.28","3,098.28","3,098.28","3,098.28","","1.93%"
"2015-2-2","3,039.75","3,039.75","3,039.75","3,039.75","","-0.66%"
"2015-1-30","3,059.80","3,059.80","3,059.80","3,059.80","","-1.15%"
"2015-1-29","3,095.40","3,095.40","3,095.40","3,095.40","","-1.06%"
"2015-1-28","3,128.68","3,128.68","3,128.68","3,128.68","","1.35%"
"2015-1-27","3,087.11","3,087.11","3,087.11","3,087.11","","0.20%"
"2015-1-26","3,080.96","3,080.96","3,080.96","3,080.96","","1.30%"
"2015-1-23","3,041.28","3,041.28","3,041.28","3,041.28","","0.59%"
"2015-1-22","3,023.55","3,023.55","3,023.55","3,023.55","","-0.74%"
"2015-1-21","3,046.01","3,046.01","3,046.01","3,046.01","","1.48%"
"2015-1-20","3,001.73","3,001.73","3,001.73","3,001.73","","0.44%"
"2015-1-19","2,988.56","2,988.56","2,988.56","2,988.56","","-1.40%"
"2015-1-16","3,031.14","3,031.14","3,031.14","3,031.14","","-1.12%"
"2015-1-15","3,065.58","3,065.58","3,065.58","3,065.58","","0.31%"
"2015-1-14","3,056.21","3,056.21","3,056.21","3,056.21","","0.10%"
"2015-1-13","3,053.30","3,053.30","3,053.30","3,053.30","","0.20%"
"2015-1-12","3,047.07","3,047.07","3,047.07","3,047.07","","-0.53%"
"2015-1-9","3,063.38","3,063.38","3,063.38","3,063.38","","0.36%"
"2015-1-8","3,052.52","3,052.52","3,052.52","3,052.52","","0.93%"
"2015-1-7","3,024.34","3,024.34","3,024.34","3,024.34","","0.74%"
"2015-1-6","3,002.18","3,002.18","3,002.18","3,002.18","","-0.18%"
"2015-1-5","3,007.64","3,007.64","3,007.64","3,007.64","","0.03%"
"2015-1-2","3,006.61","3,006.61","3,006.61","3,006.61","","0.22%"
