"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016-3-13","3,158.00","3,158.00","3,158.00","3,158.00","","4.75%"
"2016-3-6","3,014.77","3,014.77","3,014.77","3,014.77","","-1.55%"
"2016-2-28","3,062.16","3,062.16","3,062.16","3,062.16","","3.90%"
"2016-2-21","2,947.24","2,947.24","2,947.24","2,947.24","","-1.32%"
"2016-2-14","2,986.78","2,986.78","2,986.78","2,986.78","","8.52%"
"2016-2-7","2,752.31","2,752.31","2,752.31","2,752.31","","-4.37%"
"2016-1-31","2,877.95","2,877.95","2,877.95","2,877.95","","0.02%"
"2016-1-24","2,877.51","2,877.51","2,877.51","2,877.51","","1.61%"
"2016-1-17","2,831.96","2,831.96","2,831.96","2,831.96","","-0.15%"
"2016-1-10","2,836.13","2,836.13","2,836.13","2,836.13","","-7.95%"
"2016-1-3","3,080.95","3,080.95","3,080.95","3,080.95","","-6.91%"
"2015-12-27","3,309.53","3,309.53","3,309.53","3,309.53","","-0.03%"
"2015-12-20","3,310.39","3,310.39","3,310.39","3,310.39","","0.78%"
"2015-12-13","3,284.64","3,284.64","3,284.64","3,284.64","","-0.36%"
"2015-12-6","3,296.58","3,296.58","3,296.58","3,296.58","","-4.14%"
"2015-11-29","3,439.01","3,439.01","3,439.01","3,439.01","","0.14%"
"2015-11-22","3,434.35","3,434.35","3,434.35","3,434.35","","-3.93%"
"2015-11-15","3,574.67","3,574.67","3,574.67","3,574.67","","4.04%"
"2015-11-8","3,435.75","3,435.75","3,435.75","3,435.75","","0.18%"
"2015-11-1","3,429.69","3,429.69","3,429.69","3,429.69","","4.32%"
"2015-10-25","3,287.79","3,287.79","3,287.79","3,287.79","","-0.89%"
"2015-10-18","3,317.36","3,317.36","3,317.36","3,317.36","","-0.63%"
"2015-10-11","3,338.39","3,338.39","3,338.39","3,338.39","","5.07%"
"2015-10-4","3,177.17","3,177.17","3,177.17","3,177.17","","2.43%"
"2015-9-27","3,101.71","3,101.71","3,101.71","3,101.71","","1.84%"
"2015-9-20","3,045.78","3,045.78","3,045.78","3,045.78","","-4.02%"
"2015-9-13","3,173.32","3,173.32","3,173.32","3,173.32","","5.69%"
"2015-9-6","3,002.57","3,002.57","3,002.57","3,002.57","","3.78%"
"2015-8-30","2,893.21","2,893.21","2,893.21","2,893.21","","-2.55%"
"2015-8-23","2,968.93","2,968.93","2,968.93","2,968.93","","1.86%"
"2015-8-16","2,914.58","2,914.58","2,914.58","2,914.58","","-12.01%"
"2015-8-9","3,312.57","3,312.57","3,312.57","3,312.57","","-0.55%"
"2015-8-2","3,330.94","3,330.94","3,330.94","3,330.94","","-2.25%"
"2015-7-26","3,407.45","3,407.45","3,407.45","3,407.45","","-8.45%"
"2015-7-19","3,721.84","3,721.84","3,721.84","3,721.84","","-1.28%"
"2015-7-12","3,769.96","3,769.96","3,769.96","3,769.96","","3.70%"
"2015-7-5","3,635.50","3,635.50","3,635.50","3,635.50","","-4.01%"
"2015-6-28","3,787.32","3,787.32","3,787.32","3,787.32","","-10.13%"
"2015-6-21","4,214.04","4,214.04","4,214.04","4,214.04","","-0.17%"
"2015-6-14","4,221.03","4,221.03","4,221.03","4,221.03","","-1.86%"
"2015-6-7","4,301.08","4,301.08","4,301.08","4,301.08","","-2.51%"
"2015-5-31","4,411.95","4,411.95","4,411.95","4,411.95","","-5.23%"
"2015-5-24","4,655.64","4,655.64","4,655.64","4,655.64","","0.98%"
"2015-5-17","4,610.49","4,610.49","4,610.49","4,610.49","","1.09%"
"2015-5-10","4,560.69","4,560.69","4,560.69","4,560.69","","4.63%"
"2015-5-3","4,358.88","4,358.88","4,358.88","4,358.88","","-2.66%"
"2015-4-26","4,477.89","4,477.89","4,477.89","4,477.89","","0.82%"
"2015-4-19","4,441.26","4,441.26","4,441.26","4,441.26","","5.06%"
"2015-4-12","4,227.24","4,227.24","4,227.24","4,227.24","","-0.04%"
"2015-4-5","4,228.74","4,228.74","4,228.74","4,228.74","","13.50%"
"2015-3-29","3,725.83","3,725.83","3,725.83","3,725.83","","9.23%"
"2015-3-22","3,411.04","3,411.04","3,411.04","3,411.04","","0.97%"
"2015-3-15","3,378.42","3,378.42","3,378.42","3,378.42","","5.03%"
"2015-3-8","3,216.76","3,216.76","3,216.76","3,216.76","","-2.31%"
"2015-3-1","3,292.83","3,292.83","3,292.83","3,292.83","","2.87%"
"2015-2-22","3,201.06","3,201.06","3,201.06","3,201.06","","2.53%"
"2015-2-15","3,122.04","3,122.04","3,122.04","3,122.04","","-0.02%"
"2015-2-8","3,122.64","3,122.64","3,122.64","3,122.64","","0.62%"
"2015-2-1","3,103.54","3,103.54","3,103.54","3,103.54","","1.43%"
"2015-1-25","3,059.80","3,059.80","3,059.80","3,059.80","","0.61%"
"2015-1-18","3,041.28","3,041.28","3,041.28","3,041.28","","0.33%"
"2015-1-11","3,031.14","3,031.14","3,031.14","3,031.14","","-1.05%"
"2015-1-4","3,063.38","3,063.38","3,063.38","3,063.38","","1.89%"
